0.0000 0.0000 0.0000 0.0000 1.0000
0.0000 0.0000 0.0000 0.3333 0.6667
0.0000 0.0000 0.0000 0.6667 0.3333
0.0000 0.0000 0.0000 1.0000 0.0000
0.0000 0.0000 0.3333 0.0000 0.6667
0.0000 0.0000 0.3333 0.3333 0.3333
0.0000 0.0000 0.3333 0.6667 0.0000
0.0000 0.0000 0.6667 0.0000 0.3333
0.0000 0.0000 0.6667 0.3333 0.0000
0.0000 0.0000 1.0000 0.0000 0.0000
0.0000 0.3333 0.0000 0.0000 0.6667
0.0000 0.3333 0.0000 0.3333 0.3333
0.0000 0.3333 0.0000 0.6667 0.0000
0.0000 0.3333 0.3333 0.0000 0.3333
0.0000 0.3333 0.3333 0.3333 0.0000
0.0000 0.3333 0.6667 0.0000 0.0000
0.0000 0.6667 0.0000 0.0000 0.3333
0.0000 0.6667 0.0000 0.3333 0.0000
0.0000 0.6667 0.3333 0.0000 0.0000
0.0000 1.0000 0.0000 0.0000 0.0000
0.3333 0.0000 0.0000 0.0000 0.6667
0.3333 0.0000 0.0000 0.3333 0.3333
0.3333 0.0000 0.0000 0.6667 0.0000
0.3333 0.0000 0.3333 0.0000 0.3333
0.3333 0.0000 0.3333 0.3333 0.0000
0.3333 0.0000 0.6667 0.0000 0.0000
0.3333 0.3333 0.0000 0.0000 0.3333
0.3333 0.3333 0.0000 0.3333 0.0000
0.3333 0.3333 0.3333 0.0000 0.0000
0.3333 0.6667 0.0000 0.0000 0.0000
0.6667 0.0000 0.0000 0.0000 0.3333
0.6667 0.0000 0.0000 0.3333 0.0000
0.6667 0.0000 0.3333 0.0000 0.0000
0.6667 0.3333 0.0000 0.0000 0.0000
1.0000 0.0000 0.0000 0.0000 0.0000
0.1000 0.1000 0.1000 0.1000 0.6000
0.1000 0.1000 0.1000 0.3500 0.3500
0.1000 0.1000 0.1000 0.6000 0.1000
0.1000 0.1000 0.3500 0.1000 0.3500
0.1000 0.1000 0.3500 0.3500 0.1000
0.1000 0.1000 0.6000 0.1000 0.1000
0.1000 0.3500 0.1000 0.1000 0.3500
0.1000 0.3500 0.1000 0.3500 0.1000
0.1000 0.3500 0.3500 0.1000 0.1000
0.1000 0.6000 0.1000 0.1000 0.1000
0.3500 0.1000 0.1000 0.1000 0.3500
0.3500 0.1000 0.1000 0.3500 0.1000
0.3500 0.1000 0.3500 0.1000 0.1000
0.3500 0.3500 0.1000 0.1000 0.1000
0.6000 0.1000 0.1000 0.1000 0.1000
